(Do Not Modify) DOI Occupancy Buildings List,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Building Name,Address,State,Assigned Employees (Old),Owner,RPUID CO Number,RTO Non-Ready,RTO Seats,RTO Workstations for Other Bureaus,RTO Open Workstation,Bureau Name,Pending Requests Count,Assigned Employees Count,Modified,Modified By,Assigned Seats Count,ID,Latitude,Longitude
49e77445-bf22-f011-9989-001dd80326d9,0qzLB+X2d8wgHqFHUfsWO3Wg1MAVaharye3mZkjA9E2404GkIGqJfG4fsTTXlfU1/c0u0PkI6zbnw8AVUwR6gw==,6/13/2025 7:32,BLDG OFFICE FWCO,# #,Washington,0,FWS,RPUID10002845.C,0,0,0,0,Fish and Wildlife Service,1,0,,Ethan Rutledge,0,14615,+48.4723710,-120.1874030
4ae77445-bf22-f011-9989-001dd80326d9,SnqSggj0anEAe8bCrB3L7d/rlnSn8OrJOibBbrf7ajD5Z18wEj6PHELVnO3QAp2wlsmoYzHkgaO9NbWJezevbA==,6/14/2025 3:58,BLDG OFFICE HQ ADMINISTRATIVE,# #,Washington,0,FWS,RPUID10003511.C,0,0,0,0,Fish and Wildlife Service,2,0,,Ethan Rutledge,0,14614,+47.0729040,-122.7130550
4be77445-bf22-f011-9989-001dd80326d9,h+r+slTOQFj4RgA1gUWabb1x/hZg3COh45iubg4yNVMHX1QsfCt1hxjnifH8YaDElbKwAPBclwDh/lK10ijGWQ==,6/13/2025 23:11,"BLDG OFFICE, OFFICE BUILDING; W/7 INDIVIDUAL OFFIC",# #,Washington,0,FWS,RPUID10045771.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14618,+46.3136990,-117.9780140
4ce77445-bf22-f011-9989-001dd80326d9,gD9mrkD5gTecqXa36LjEC+Gp3gQR1igkFcGo3m7n/xE21bOOQmI+R0sDEjJKW4uxmnUAgr/305U1LsC0vqGRvQ==,6/13/2025 17:54,"BLDG OFFICE OFFICE, MCCORMACK, UMATILLA REFUGE HEA",# #,Oregon,0,FWS,RPUID10004328.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14628,+45.9190140,-119.5679220
4de77445-bf22-f011-9989-001dd80326d9,RztSOjG4wY8p7poqHP4SIswtrOpCwaQ09yp3iWimuu3LqUNlGTcDIYneJUllnI28WAGgKNEm/RXCQIpslZPZlg==,6/14/2025 0:00,"BLDG OFFICE, NEW WILLAMETTE VALLEY NWR COMPLEX OFF",# #,Oregon,0,FWS,RPUID10057867.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14630,+44.4076090,-123.3361090
4ee77445-bf22-f011-9989-001dd80326d9,q7YRPKtrMhISltAsx9gyitLzBwC9K3ac0055Oh6nKsb6GHqcRzcv4IXNfmVBgRqSMJzBmhvR5p/0oqwUTZnwlA==,6/14/2025 2:19,"BLDG OFFICE, BANDON MARSH",# #,Oregon,0,FWS,RPUIDF1000090720000726.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14634,+43.1579910,-124.3786920
4fe77445-bf22-f011-9989-001dd80326d9,O366Nm3cgzRmUSaQZOFMal/ZkxNrha1+wK6z8DYZdPQC1l7kC6ylnv2vgTjNK7+UutB97SDUNiplqUnXPMUGYQ==,6/14/2025 6:29,BLDG OFFICE BREAK/MTG ROOM,# #,Idaho,0,FWS,RPUID10004884.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14636,+46.1298520,-115.9475070
50e77445-bf22-f011-9989-001dd80326d9,IduipuKxY5UQSrHIlrGr40iuFXboTPKi31uxydA7bVosLdIy5cPMDanMyblHWxnIz6Oe1LpIYXtP+vmwdGesdA==,6/14/2025 4:52,BLDG OFFICE ADMINISTRATION BUILDING,# #,Texas,0,FWS,RPUID10050617.C,0,3,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,1,14642,+29.1894630,-099.8350050
51e77445-bf22-f011-9989-001dd80326d9,kDnrK93B4Yt94XmU20Xp8hGEfMqSZs680Y3Yxu232lVG/zFk15OliwHJ+E05LtnvSsAzJLNtoGAVs+wQIqCCnA==,6/13/2025 1:35,"BLDG OFFICE, VISITOR CENTER, AUDITORIUM",# #,Texas,0,FWS,RPUID10047947.C,0,0,2,2,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14649,+26.0821910,-098.1354170
52e77445-bf22-f011-9989-001dd80326d9,hEQlQJg/Y6uZVTM4T7nv+GN5FgM7zRRjwSC2lGrRXUP8cHkjRmlsshw7fspR/fRv1nU+INXumuzBheD3xmDl9w==,6/13/2025 7:41,"BLDG OFFICE NEW MODULAR OFFICE, 34' X 28'",# #,Texas,0,FWS,RPUID10051700.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14653,+29.6689700,-096.2668920
53e77445-bf22-f011-9989-001dd80326d9,8vIizXxnAaWXH17oXWbXQrLh2SaQTtG7nVOpjGjEV/l7nJjnmdJvufbFZxVf8tiS/7fHpAM8FeEc0vooqZxb6g==,6/14/2025 7:21,"BLDG OFFICE, OLD HQ, BIOLOGY LAB, ADOBE",# #,New Mexico,0,FWS,RPUID10009044.C,1,2,2,2,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14660,+33.4586510,-104.4038620
54e77445-bf22-f011-9989-001dd80326d9,jk1tRTZ4Rrk2EskNfUSv/SyFckpZ5PkwohpnkAlxZMXgB5nb/HXCDwTYZB3f359O3/K9pgm9G+kv4JE9Llzhow==,6/13/2025 9:33,"BLDG OFFICE, HEADQUARTERS BUILDING",# #,Arizona,0,FWS,RPUID10009479.C,1,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14690,+31.5035690,-109.6558720
55e77445-bf22-f011-9989-001dd80326d9,O71O3pctXbWddLdIKjLlkwIWuk5p8v6dCD639QTZQskUA4HgAF6DGSmNqCyKRzvQd6TmLQavvmQUuQ+XwaMo8g==,6/13/2025 21:12,"BLDG OFFICE, VISITOR CENTER",# #,Arizona,0,FWS,RPUID10046804.C,0,1,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14691,+34.2916400,-114.1046230
56e77445-bf22-f011-9989-001dd80326d9,YG+0wrLZOc9V0k0Wh85YZDd5b+L6FNjZVO6sBIU+TMlZ7qdVa8Ow1YbQSY9Q91q9HGNgdBFdA1/HpPN9XVI5Vw==,6/13/2025 10:31,"BLDG OFFICE, LAW ENFORCEMENT(Q-40) 327 MESQUITE ST",# #,California,0,FWS,RPUID10009736.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14695,+34.8371830,-114.6205390
57e77445-bf22-f011-9989-001dd80326d9,LEnipjkNB6l/wn+yXKoEFVdQhi39UCZZcC0AdRzgPoRw9ne+Eq/rr0NGtW0IHPhHPV3SJNrqKVIJEhNMt7HL8A==,6/14/2025 6:41,"BLDG OFFICE, NEW MODULAR OFFICE BUILDING",# #,Arizona,0,FWS,RPUID10052610.C,1,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14696,+34.2914060,-114.1044980
59e77445-bf22-f011-9989-001dd80326d9,+PTawl0eggJe4+HbIkEK217MD0Yejw0NDiFQEeC91KDNAr7j2+WBRf9wc7I1ZZihC3iAOjAA/xA2juhK8cFmQA==,6/13/2025 20:48,"BLDG OFFICE, CONCRETE BLOCK,VISITOR CENTER,ADMIN",# #,Arizona,0,FWS,RPUID10010051.C,2,0,2,2,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14711,+32.3864580,-112.8727810
5ae77445-bf22-f011-9989-001dd80326d9,/liOGKau4UWyUTwrB1dsPf+Yt5XERPqMCCmlrc5vI5imEeKuqLZzk/W/AFWBmB3URF29GpnFtfEQ9P80PBg5TQ==,6/13/2025 10:59,"BLDG OFFICE, REFUGE HQ W/SIDEWALK",# #,Michigan,0,FWS,RPUID10010551.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14710,+43.3224610,-083.9680820
5be77445-bf22-f011-9989-001dd80326d9,/j3BQMxkJsu3QGR5h43hEr4m7qXDyCbJT2p478GLCTcDBiB4HIoefyY4kCCJlG+HLe16cOFDXb1tnm32FeWmtg==,6/14/2025 5:58,"BLDG OFFICE, RESIDENCE #2, CONCRETE BLOCK",# #,Arizona,0,FWS,RPUID10010053.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14712,+32.3866680,-112.8745410
5ce77445-bf22-f011-9989-001dd80326d9,PHI9hrdDXIsOmuHMOvSdHLkGNzHIsMTmQ+S82Bkjgb1ou93hdHJX9PDdhw5BkyB92IXRx5CMRmlaSni0povQuQ==,6/14/2025 0:24,"BLDG OFFICE, DISTRICT HQ W/SEPTIC",# #,Illinois,2,FWS,RPUID10011847.C,0,0,2,1,Fish and Wildlife Service,0,1,,Ethan Rutledge,0,14722,+42.0319250,-090.1152510
5de77445-bf22-f011-9989-001dd80326d9,4vNnV98dR1NKiof1zDjfYzU4ZmKCaNtp4XsFBj5M9cF6TIkFREGCmkjk2VKQJB+Lzq9bOdZ12FipvybCA8z+BQ==,6/14/2025 2:02,"BLDG OFFICE, WETLAND DISTRICT HQ W/WELL, SEPTIC",# #,Wisconsin,0,FWS,RPUID10011855.C,0,0,0,0,Fish and Wildlife Service,1,0,,Ethan Rutledge,0,14726,+45.1184710,-092.6100350
5ee77445-bf22-f011-9989-001dd80326d9,/Xx50pyS1dkd6lad9zO+E33vhBGfTXJNdnNUYY0/ifwNzQ/tyZ5VwPVgi7NgzHF04Ya1X1xAQR1Rf/J/3AgDSQ==,6/14/2025 5:59,BLDG OFFICE REFUGE HEADQUARTERS,# #,Minnesota,0,FWS,RPUID10011970.C,0,0,1,1,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14725,+45.5704860,-095.8249530
61e77445-bf22-f011-9989-001dd80326d9,6AaxIwzy+iVamd9mgQ2q2AnV6IMgYt8ANNGOU3BYKI6X6vsqYQwKzRl+jYhDJeZBLiiZ+i3QhC+DBt37ysi7VA==,6/14/2025 4:02,"BLDG OFFICE, OFFICE, HATCHERY OFFICE",# #,Georgia,1,FWS,RPUID10014134.C,0,0,1,0,Fish and Wildlife Service,0,1,,Ethan Rutledge,0,14733,+34.7051690,-084.1507840
62e77445-bf22-f011-9989-001dd80326d9,LeoV6sQUmefdp5N3mftKdmlXQrpfsHItKn8XhjquQw6Tajf94fPMgwu8wCRezqbV9KxeNtjwHKgA09XqbQAGkA==,6/13/2025 23:17,BLDG OFFICE REFUGE HEADQUARTERS,# #,Illinois,0,FWS,RPUID10013972.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14734,+40.3644020,-089.9983350
63e77445-bf22-f011-9989-001dd80326d9,V2gqGhdjImtqHcXIWZAijWoCslY30mS9bd5sW4dTZBGtGNXuCvW/0/2BzT0HTj3/9g7Ut25Zm58Qm2p2k/lfVw==,6/13/2025 17:10,"BLDG OFFICE , FIRE/FORESTRY OFFICE",# #,Florida,0,FWS,RPUID10058184.C,0,0,0,0,Fish and Wildlife Service,1,0,,Frank Garcia,0,14737,+29.3726130,-083.0441480
64e77445-bf22-f011-9989-001dd80326d9,OZ8zxyOkDyNQgUuGupAwrawcRZ++mJXqrLkuYv8uDNBaRWFdhP7iTeM6qSu/7AlpyB5sfStfvbH10pyjmtzpGQ==,6/14/2025 5:26,"BLDG OFFICE, OLD  NAVY BEQ #3 (YC3)",# #,Puerto Rico,0,FWS,RPUID10050075.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14738,+18.1207330,-065.4158310
67e77445-bf22-f011-9989-001dd80326d9,XqklDi+nTjyOdnq8Jj+6AmfLlkL1XA0oRLDCUdbAzCti9LCIM+WdIsCeWl+FXCVnpthrkRSCtFPcQI3DlDrqeQ==,6/13/2025 4:29,"BLDG OFFICE, HQ OFFICE",# #,Florida,0,FWS,RPUID10054979.C,0,0,4,4,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14752,+24.6904970,-081.3814730
68e77445-bf22-f011-9989-001dd80326d9,A4ySBZ1rOXZSPKw0YHLMKwuPG6RErTzLUl2KSrAND5It2L4W8hVjK6oFs17TD65cMoB9LcUXWaM/lU99T76hew==,6/13/2025 23:45,"BLDG OFFICE , BH - COMPOUND FIRE CREW W/SEPTIC",# #,South Carolina,0,FWS,RPUID10015752.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14753,+32.6630480,-080.7154620
69e77445-bf22-f011-9989-001dd80326d9,KmNEfl801II9w1p5k5jGjwYKSL7AemOk0mk7VeqKbK7Jc26GQpCDqo0fF0ysL+uuNrHKMmAJAOyaBSHaA5hehA==,7/16/2025 8:23,BLDG OFFICE/VISITORS CENTER,# #,South Carolina,0,FWS,RPUID10016106.C,0,2,2,2,Fish and Wildlife Service,1,0,,Ethan Rutledge,0,14759,+34.5039590,-080.2250170
6ae77445-bf22-f011-9989-001dd80326d9,dMDt6qvhUCD0kHXVXXBIM7oV7Vgaf8O39A6zoC3HpSv4uzDwVRWIAGO0Dvt4qxLniWR5sweYnO6g2POoEMxnUg==,6/13/2025 23:05,"BLDG OFFICE , G - HQ/OFFICE W/SEPTIC",# #,South Carolina,0,FWS,RPUID10015767.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14763,+32.6649570,-080.3936720
6be77445-bf22-f011-9989-001dd80326d9,nHaw2tEMZO97BzzrZoPTy+/8XzpX0bbyM/It6/AaxN65FPJmFVMu4mv9AiU9YO40C03Zmqh5l/krCOHzOcbX2A==,6/14/2025 5:00,"BLDG OFFICE ,SIBLEY SHOP/OFFICE",# #,Mississippi,0,FWS,RPUID10017042.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14785,+31.3482990,-091.4239720
6ce77445-bf22-f011-9989-001dd80326d9,nr95yy9feQzX0/+hRM1mPgl1G1QuMkp1nlu4jScTRwQnOc1Rr7YGCm0vLjQU6pzHdqsugD/dF9OwmwoPo5J3JA==,6/14/2025 6:59,"BLDG OFFICE , VISITOR CENTER W/SEPTIC",# #,Kentucky,0,FWS,RPUID10042650.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14786,+36.8796480,-088.3446620
6de77445-bf22-f011-9989-001dd80326d9,QMT94v3ii4frU1d6zDZ5O34XunN2E5J2mLUXqQAgmIgN54R6gqNLCsfRn/QFGmg8FpH8O07bEPTqF9HDmYOAjw==,6/14/2025 1:56,"BLDG OFFICE ,PRIEST HOUSE/SEPTIC/EVIDENCE LOCKER",# #,Louisiana,0,FWS,RPUID10017811.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14788,+30.3188160,-089.9374670
6ee77445-bf22-f011-9989-001dd80326d9,NMNF2Gzf9ETao4C9rqJMeCKxt1rKCMscnOXR+BvhB/QVqpuFaxpJXEXkv/2KTcWsru9IJbpVxroUVjbOSFbYtQ==,6/13/2025 3:44,"BLDG OFFICE, REFUGE VC",# #,Tennessee,0,FWS,RPUIDF1000129320000055.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14790,+36.4525610,-089.3033250
6fe77445-bf22-f011-9989-001dd80326d9,vFqwkDMxFQmqyairqDdQX29FdMeT6rdb8jt3gXeEmHVPlQV4uSijgIz4mph31c65sWsvPETlpqlQWrMSkmCeQw==,7/16/2025 18:15,"BLDG OFFICE, VC W/SEPTIC",# #,Arkansas,0,FWS,RPUID10017945.C,0,0,0,0,Fish and Wildlife Service,2,0,,Ethan Rutledge,0,14808,+33.1478350,-092.0602810
70e77445-bf22-f011-9989-001dd80326d9,F6sB+VYnwv8pYZ56W//C6GdeBiUh8c/ffr+tK5Un9gwbJIg8/YUNMhn5pHR2M2j+NNokmRbX7scCj/l2IEn8CQ==,6/16/2025 13:43,"BLDG OFFICE, HQ",# #,Louisiana,0,FWS,RPUID10051570.C,0,0,0,0,Fish and Wildlife Service,1,0,,Frank Garcia,0,14812,+30.0037110,-092.7813400
71e77445-bf22-f011-9989-001dd80326d9,Jve+o23z6NoBGP6P1JVca8zk+fm9AQ03qTIBkT49RUgGJJy5xaYV3nh2twDK9zeXVOVV7no/rFMmLpZxETNjbw==,6/18/2025 14:53,"BLDG OFFICE , OFFICE/HQ W/SEPTIC",# #,Mississippi,0,FWS,RPUID10057069.C,0,0,0,0,Fish and Wildlife Service,1,0,,Ellen Bliss,0,14810,+32.9221830,-090.5740470
72e77445-bf22-f011-9989-001dd80326d9,T04XkRzd8uTBR3osw4pVjOfyz9/sV3yqBotG4R2N38w7dunt4Vnx+9fCYy/l6sgkAiWX6V4zT7I7SdkHhMNGYg==,6/13/2025 2:50,"BLDG OFFICE, NMRC HQ/OFFICE",# #,Mississippi,0,FWS,RPUID10055812.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14815,+33.7880620,-089.8644220
73e77445-bf22-f011-9989-001dd80326d9,uoolGIlwleZzaMI+VZvMktZobXhe0YUxH6TjSloGvHAjHBPR4FETdEBZbuZ6n9ch2zCE9GJL3xkUjZQgoM2WeQ==,6/14/2025 3:17,BLDG OFFICE REGIONAL ZONE BIOLOGIST OFFICE,# #,Delaware,0,FWS,RPUID10020971.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14823,+38.8295890,-075.2484750
74e77445-bf22-f011-9989-001dd80326d9,yA/fY2RWYylwmJ6iQMaprPnbNJERPSAWLZIp1pCljV+zK4WH1XWCen1QueDg/wImXaTvcRLqTQRzvGAlJvrKKA==,7/16/2025 9:37,"BLDG OFFICE, GABRIELSON #135 CT",# #,Maryland,0,FWS,RPUID10021577.C,0,0,1,1,Fish and Wildlife Service,3,0,,Ethan Rutledge,0,14825,+39.0543950,-076.8172560
75e77445-bf22-f011-9989-001dd80326d9,BJ6cBKq5FSpgvi18yiP4r5MDRgw/3BFoP79htamuomTsN++4HkEulgiuTH4foYRWmfvAu6Q0oYUPjOIoUfhO3g==,6/14/2025 3:04,BLDG OFFICE FUR HOUSE,# #,New York,0,FWS,RPUID10022592.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14830,+42.9662760,-076.7400130
76e77445-bf22-f011-9989-001dd80326d9,k+UGJ6XXp9dy2kXxJZgstI1cUbRGj8NEgKNdH7xtQMCImhySMt+mh7gkVxpC+RNu2eSRpyz3OacWcfsapXUfRg==,6/14/2025 21:10,"BLDG OFFICE, CURRENT OFFICE BUILDING WITH",# #,Pennsylvania,0,FWS,RPUID10021902.C,2,0,0,0,Fish and Wildlife Service,1,0,,Claire Spalding,0,14838,+41.0024490,-077.5345340
77e77445-bf22-f011-9989-001dd80326d9,uqyDpForKK5OZ/e1D9L0q0grOUW3ZMlXdaIWE6T0nbHqgsSXIPOwVeej3BGGVCWh+dHNMR0gXVxyE4kyC+MEYQ==,6/14/2025 1:55,BLDG OFFICE ADMINISTRATION,# #,Pennsylvania,0,FWS,RPUID10021870.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14839,+41.8415760,-079.0061640
78e77445-bf22-f011-9989-001dd80326d9,Jy/IkweA0eTLDFK271IagP5ZhCfcj86OfqnDRF4PuO9vsgtv2MIMatlr6T+5Xt4DGVXUjL2Js8PJkRQw4AU38g==,7/16/2025 0:40,BLDG OFFICE SECURITY BUILDING #220,# #,Maine,0,FWS,RPUID10024471.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14847,+46.9660780,-067.8675550
79e77445-bf22-f011-9989-001dd80326d9,+kTzBGNe6SvDIB9KvV+eBvDaXwtt7OByBpTxMSU6WVIGYY/e02GdjOklFHu8XjLZVKZBrCXGjgeiyi7/xqxtoQ==,6/14/2025 3:07,"BLDG OFFICE, SAND CREEK OFFICE",# #,Montana,0,FWS,RPUID10025047.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14852,+47.5777010,-108.7285430
7ae77445-bf22-f011-9989-001dd80326d9,ea8ruehEZtuv0Y6TeI+by86Put0BPfFacj6zvOIwSSfTWutB4MwQsmNMnJ3kRnQy3GR4mmH4UHNZrvFRfBjk+Q==,6/12/2025 22:06,"BLDG OFFICE, VC OFFICE WITH VIEWING DECK",# #,Wyoming,0,FWS,RPUID10026588.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14860,+43.4864010,-110.7615260
7be77445-bf22-f011-9989-001dd80326d9,vbQ/Rvo9ed+juoGNloNoImRGLBGkc1MLs4bR3Kw/q00ToP5VynedM8EPzRYH3tdi+1c8wtE5Ljx827Y/98eRpw==,6/13/2025 23:20,"BLDG OFFICE, TEWAUKON NWR",# #,North Dakota,0,FWS,RPUIDF1000165920000142.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14876,+46.0010690,-097.3724040
7ce77445-bf22-f011-9989-001dd80326d9,MaXx2C/Rt5q17AVoX/Otp07K7OwpsbU6dD/dPEfMgoWigzBYYfOOhBGroJcG7uvuZ3FnRLHK7SjZy5g5SMELjQ==,6/13/2025 16:03,BLDG OFFICE VC REFUGE HEADQUARTER,# #,North Dakota,0,FWS,RPUID10028975.C,0,1,3,3,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14877,+48.6173770,-100.7285290
7de77445-bf22-f011-9989-001dd80326d9,KM8q1BgjW+V1m/w61GUN90wSQ8H5RpmeGDeYul5taDKopJF3wJokFQhgQ8/bqJY1SVZ4huPlglDFpQJJ1o9+QA==,7/14/2025 11:57,BLDG OFFICE ADMINISTRATION AND ARCHIVE BUILDING,# #,South Dakota,0,FWS,RPUID10030102.C,0,0,0,0,Fish and Wildlife Service,3,0,,Ethan Rutledge,0,14881,+44.4803810,-103.8616600
7ee77445-bf22-f011-9989-001dd80326d9,OTjX9z1wSu+leJLaYnFJA3ym6HqWZfRJTTbVihlIzuKBnk8H2/8Da2w5dOgc7C+E9G9gQHLyuSJQQP/9q+nMiA==,6/14/2025 2:49,BLDG OFFICE HEADQUARTERS AND V/C,# #,North Dakota,0,FWS,RPUID10028349.C,0,2,3,3,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14882,+48.6691350,-102.0972320
7fe77445-bf22-f011-9989-001dd80326d9,8urlArBGObqN407hS6p242jubnaBoQAL7EqjzJclBby+Sz1fcHB1aUPa/e/+yW5WoCVuvvvuEmzWs1UuKiVLNw==,6/13/2025 8:07,"BLDG OFFICE, HQ OFFICE",# #,South Dakota,1,FWS,RPUID10031125.C,0,1,1,0,Fish and Wildlife Service,0,1,,Ethan Rutledge,0,14900,+43.0997500,-101.5660340
80e77445-bf22-f011-9989-001dd80326d9,SjGXTaCYnLPauSBeeUkDAYZGizHVKVaxCBPjvleqajCpoFcP1qPGFbuNE/uSH0sUPTDbfjnzfvHWB2n1nZBTOw==,6/14/2025 7:59,"BLDG OFFICE, WOOD FRAME, HQTRS",# #,South Dakota,0,FWS,RPUID10031839.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14901,+45.7250300,-098.3019410
81e77445-bf22-f011-9989-001dd80326d9,pUoFo46hTvhkU99UtDw0rVF8iZ1D0IyJ3q4HicWEM9Ekxgw90ISiRD3OfSrfrD7u20CkjByTfGVRQ0KgxFaXQA==,6/13/2025 16:24,"BLDG OFFICE, VISITOR CENTER/HEADQUARTERS",# #,South Dakota,0,FWS,RPUID10032246.C,0,0,4,4,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14902,+45.4248610,-097.3267620
82e77445-bf22-f011-9989-001dd80326d9,b6xQemayBkRWOxUtqSI7KKjCdyL4FpKFlUHMKselksSgSikINtbGz5NNY4DTj8Ej8RAUW0pUtxrkz+eU35Q1tQ==,6/14/2025 2:16,"BLDG OFFICE, FUNK WPA, OFFICE/ADMINISTRATION",# #,Nebraska,0,FWS,RPUID10060569.C,1,2,1,1,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14908,+40.5171360,-099.2167510
84e77445-bf22-f011-9989-001dd80326d9,KA2opYtHXsJKvcPY9MM+Z90+NCKDXb+rUFesidgjMHS6bY0RLACbhOK/dlWTuQvcqTx+FrEO8sSdwlGyBdijng==,6/13/2025 15:34,"BLDG OFFICE, MONTE VISTA OFFICE/VISITOR CENTER",# #,Colorado,0,FWS,RPUID10033349.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14917,+37.4860600,-106.1485590
85e77445-bf22-f011-9989-001dd80326d9,UxV0v1A0kbgfhJag4zVAFEyGDhx7GbS24wA3uqb8cu3xQ6Q1Av7KW/dGtUxi67SCWN87czCvLRZQvw3JEFYmMg==,6/14/2025 4:03,"BLDG OFFICE, BLDG, OFFICE ALAMOSA",# #,Colorado,0,FWS,RPUIDF1000170720002072.C,0,0,1,1,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14918,+37.4602880,-105.8007950
86e77445-bf22-f011-9989-001dd80326d9,9bUad4OPMbnspCC0w7HWuCXGQCVu5OxYNf18buLTMVQy1lK9bnq9xJJ23ZCHqYyEmzUXBAWLgVK1j0zDc6JNGA==,6/13/2025 23:11,"BLDG OFFICE, VISITOR/ADMINISTRATIVE BUILDING",# #,Colorado,0,FWS,RPUID10033957.C,1,2,2,2,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14919,+40.6177260,-106.2769290
87e77445-bf22-f011-9989-001dd80326d9,ZkXT/qNY/ifA7P9ejLP1NZpEoJ+9CMbqU8ZBG7Rlj+YpBCjCq6CzHt56geFRAUijpVy+amN3InEGP4gji996iQ==,6/14/2025 1:39,"BLDG OFFICE, SELAWIK",# #,Alaska,0,FWS,RPUID10052512.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14920,+66.6015950,-160.0026740
8ae77445-bf22-f011-9989-001dd80326d9,bIFeF/DIrPJmdrqSbCBAcb/jKJf2CnRyyHWoqJqn7m9sKBzquKOuRxZ9gKuXmc791KgDZdYQJ4A6B6/oDad7Mg==,6/13/2025 4:07,BLDG OFFICE HEADQUARTERS,# #,Alaska,0,FWS,RPUID10045971.C,0,0,11,11,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14922,+63.3237900,-143.0395400
8be77445-bf22-f011-9989-001dd80326d9,1D8CKyyf2MiaIStXk1RwVPOzFYSotfLgBjcZrPDO1SeQYcWyVlI+fvTUN8rS7LwRLc24NwIb4xucJHD5mgtojw==,6/13/2025 14:00,"BLDG OFFICE KANAGYAK MAIN CABIN, 500 GAL TANK",# #,Alaska,0,FWS,RPUID10035377.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14923,+61.3615950,-165.1280600
94e77445-bf22-f011-9989-001dd80326d9,Gf42bOfkvTBJ+ZBQojC4MQRHHuN45KWk6Fv+wq5LTwJl81MinYtcMJlY12WXQWOOZ8ZheR05Ue8cI2dua5FPqg==,6/13/2025 10:20,"BLDG OFFICE, CONFERENCE ROOM BUILDING THIS BUILDIN",# #,California,0,FWS,RPUID10000072.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14925,+40.1097350,-122.1608200
95e77445-bf22-f011-9989-001dd80326d9,HqOkuAA65wf+YJFF65lORBDNbyFxXOhBrdEF9ek5Vx90mmOXU4AXD/1mf9OwisSfBajPyarorRx+Qb7IjuKcVQ==,6/13/2025 0:58,"BLDG OFFICE, LANPHERE DUNES",# #,California,0,FWS,RPUID10000108.C,0,0,0,0,Fish and Wildlife Service,0,0,,Ethan Rutledge,0,14924,+40.8918790,-124.1415350
